r,c,f,cover@DAPI,MaxIntensity@CY3,MinIntensity@CY3,MedianIntensity@CY3,sat_cell_ratio@CY3,MaxIntensity@CY5,MinIntensity@CY5,MedianIntensity@CY5,sat_cell_ratio@CY5,MaxIntensity@FRET,MinIntensity@FRET,MedianIntensity@FRET,sat_cell_ratio@FRET,error,msg,sat_cnt,dyn_cnt
2.0,7.0,3.0,0.1656764403292181,32372.0,52.0,196.0,0.0,25224.0,30.0,186.0,0.0,7099.0,42.0,170.0,0.0,20,,0.0,0.0
2.0,7.0,4.0,0.07345336076817559,42533.0,62.0,194.0,0.0,29201.0,60.0,184.0,0.0,9277.0,44.0,163.0,0.0,20,,0.0,0.0
2.0,7.0,5.0,0.2486977023319616,34014.0,74.0,197.0,0.0,32305.0,67.0,189.0,0.0,8096.0,40.0,170.0,0.0,20,,0.0,0.0
2.0,8.0,1.0,0.1161539780521262,39312.0,69.0,198.0,0.0,31692.0,68.0,187.0,0.0,9065.0,35.0,170.0,0.0,20,,0.0,0.0
2.0,8.0,2.0,0.07893689986282579,63357.0,61.0,199.0,0.0,53583.0,55.0,189.0,0.0,13956.0,55.0,169.0,0.0,20,,0.0,0.0
2.0,8.0,3.0,0.2042223936899863,25520.0,70.0,198.0,0.0,21875.0,60.0,187.0,0.0,7185.0,39.0,170.0,0.0,20,,0.0,0.0
2.0,8.0,4.0,0.10195473251028807,28461.0,61.0,200.0,0.0,22631.0,53.0,189.0,0.0,7089.0,51.0,170.0,0.0,20,,0.0,0.0
2.0,8.0,5.0,0.21204303840877914,37228.0,61.0,199.0,0.0,32369.0,58.0,188.0,0.0,7594.0,35.0,171.0,0.0,20,,0.0,0.0
2.0,9.0,1.0,0.0745190329218107,42850.0,73.0,192.0,0.0,24348.0,60.0,182.0,0.0,6927.0,51.0,166.0,0.0,20,,0.0,0.0
2.0,9.0,2.0,0.07915123456790124,40005.0,76.0,199.0,0.0,34712.0,55.0,188.0,0.0,10238.0,46.0,169.0,0.0,20,,0.0,0.0
2.0,9.0,3.0,0.13780864197530865,39673.0,68.0,200.0,0.0,35037.0,53.0,189.0,0.0,11361.0,52.0,173.0,0.0,20,,0.0,0.0
2.0,9.0,4.0,0.10789780521262003,56971.0,73.0,200.0,0.0,46108.0,68.0,189.0,0.0,11774.0,52.0,169.0,0.0,20,,0.0,0.0
2.0,9.0,5.0,0.19638031550068588,46050.0,67.0,200.0,0.0,42108.0,36.0,189.0,0.0,10820.0,56.0,171.0,0.0,20,,0.0,0.0
2.0,10.0,1.0,0.09700617283950617,33228.0,72.0,194.0,0.0,24033.0,52.0,183.0,0.0,5696.0,52.0,167.0,0.0,20,,0.0,0.0
2.0,10.0,2.0,0.12224879972565157,32252.0,57.0,196.0,0.0,27162.0,53.0,185.0,0.0,7904.0,52.0,169.0,0.0,20,,0.0,0.0
2.0,10.0,3.0,0.11913665980795611,26515.0,70.0,200.0,0.0,28183.0,55.0,189.0,0.0,7738.0,53.0,173.0,0.0,20,,0.0,0.0
2.0,10.0,4.0,0.14398576817558298,44934.0,69.0,201.0,0.0,26637.0,55.0,189.0,0.0,8473.0,55.0,172.0,0.0,20,,0.0,0.0
2.0,10.0,5.0,0.2060485253772291,42449.0,63.0,199.0,0.0,29108.0,42.0,187.0,0.0,8264.0,39.0,170.0,0.0,20,,0.0,0.0
2.0,11.0,1.0,0.11312757201646091,31749.0,75.0,195.0,0.0,18249.0,60.0,185.0,0.0,5096.0,45.0,169.0,0.0,20,,0.0,0.0
2.0,11.0,2.0,0.1317806927297668,42319.0,51.0,200.0,0.0,32742.0,50.0,189.0,0.0,8465.0,57.0,171.0,0.0,20,,0.0,0.0
2.0,11.0,3.0,0.11484482167352537,36254.0,75.0,199.0,0.0,32885.0,51.0,188.0,0.0,7347.0,54.0,171.0,0.0,20,,0.0,0.0
2.0,11.0,4.0,0.15486196844993141,51721.0,67.0,203.0,0.0,30398.0,46.0,192.0,0.0,9747.0,48.0,174.0,0.0,20,,0.0,0.0
2.0,11.0,5.0,0.26034379286694104,41636.0,70.0,199.0,0.0,25853.0,56.0,189.0,0.0,7137.0,41.0,170.0,0.0,20,,0.0,0.0
2.0,12.0,1.0,0.05526577503429355,27742.0,72.0,192.0,0.0,19486.0,47.0,182.0,0.0,4410.0,39.0,167.0,0.0,20,,0.0,0.0
2.0,12.0,2.0,0.03525120027434842,41974.0,70.0,195.0,0.0,35579.0,63.0,185.0,0.0,9270.0,67.0,166.0,0.0,20,,0.0,0.0
2.0,12.0,3.0,0.09756601508916324,26305.0,64.0,198.0,0.0,16453.0,64.0,190.0,0.0,7073.0,45.0,173.0,0.0,20,,0.0,0.0
2.0,12.0,4.0,0.15041666666666667,42514.0,70.0,201.0,0.0,36891.0,54.0,190.0,0.0,10031.0,48.0,172.0,0.0,20,,0.0,0.0
2.0,12.0,5.0,0.1877366255144033,33630.0,63.0,199.0,0.0,23480.0,60.0,189.0,0.0,7509.0,48.0,172.0,0.0,20,,0.0,0.0
2.0,13.0,1.0,0.07265003429355281,30921.0,74.0,198.0,0.0,20297.0,53.0,186.0,0.0,7011.0,16.0,169.0,0.0,20,,0.0,0.0
2.0,13.0,2.0,0.08314214677640604,28284.0,65.0,198.0,0.0,27388.0,58.0,186.0,0.0,7059.0,48.0,168.0,0.0,20,,0.0,0.0
2.0,13.0,3.0,0.11446844993141289,35002.0,75.0,198.0,0.0,29718.0,58.0,187.0,0.0,7127.0,56.0,172.0,0.0,20,,0.0,0.0
2.0,13.0,4.0,0.1268355624142661,44587.0,49.0,201.0,0.0,38601.0,53.0,189.0,0.0,9521.0,32.0,171.0,0.0,20,,0.0,0.0
2.0,13.0,5.0,0.23854681069958847,43442.0,54.0,202.0,0.0,40570.0,34.0,190.0,0.0,10250.0,30.0,172.0,0.0,20,,0.0,0.0
2.0,14.0,1.0,0.13818672839506174,31173.0,50.0,193.0,0.0,32023.0,45.0,182.0,0.0,7052.0,43.0,166.0,0.0,20,,0.0,0.0
2.0,14.0,2.0,0.11171467764060357,43880.0,39.0,198.0,0.0,37078.0,37.0,189.0,0.0,11297.0,42.0,171.0,0.0,20,,0.0,0.0
2.0,14.0,3.0,0.10121399176954733,50417.0,52.0,200.0,0.0,40369.0,64.0,188.0,0.0,10097.0,40.0,172.0,0.0,20,,0.0,0.0
2.0,14.0,4.0,0.210778463648834,26503.0,70.0,200.0,0.0,23854.0,49.0,189.0,0.0,7174.0,37.0,171.0,0.0,20,,0.0,0.0
2.0,14.0,5.0,0.26934413580246913,45496.0,55.0,200.0,0.0,40187.0,46.0,188.0,0.0,11245.0,44.0,171.0,0.0,20,,0.0,0.0
2.0,15.0,1.0,0.07575531550068587,34192.0,64.0,199.0,0.0,18175.0,44.0,186.0,0.0,7112.0,26.0,170.0,0.0,20,,0.0,0.0
2.0,15.0,2.0,0.08481395747599452,48159.0,79.0,206.0,0.0,37839.0,49.0,193.0,0.0,11020.0,53.0,174.0,0.0,20,,0.0,0.0
2.0,15.0,3.0,0.0638477366255144,50301.0,53.0,203.0,0.0,47413.0,67.0,190.0,0.0,12546.0,58.0,174.0,0.0,20,,0.0,0.0
2.0,15.0,4.0,0.1455787037037037,42224.0,58.0,204.0,0.0,39997.0,52.0,191.0,0.0,9119.0,38.0,173.0,0.0,20,,0.0,0.0
2.0,15.0,5.0,0.2305804183813443,41767.0,59.0,201.0,0.0,25240.0,51.0,189.0,0.0,7294.0,52.0,171.0,0.0,20,,0.0,0.0
2.0,16.0,1.0,0.11764060356652949,32018.0,57.0,195.0,0.0,27191.0,46.0,183.0,0.0,5503.0,50.0,167.0,0.0,20,,0.0,0.0
2.0,16.0,2.0,0.1329423868312757,32662.0,61.0,202.0,0.0,25351.0,61.0,190.0,0.0,6406.0,44.0,172.0,0.0,20,,0.0,0.0
2.0,16.0,3.0,0.11393347050754458,49505.0,62.0,202.0,0.0,28308.0,52.0,189.0,0.0,8966.0,51.0,172.0,0.0,20,,0.0,0.0
2.0,16.0,4.0,0.14833676268861454,47156.0,72.0,200.0,0.0,34072.0,59.0,188.0,0.0,8675.0,52.0,169.0,0.0,20,,0.0,0.0
2.0,16.0,5.0,0.20738511659807957,65535.0,72.0,203.0,0.003024974479638672,65535.0,47.0,191.0,0.0005315164971840595,20235.0,45.0,172.0,0.0,20,,0.0,0.0
2.0,17.0,1.0,0.14029578189300412,31318.0,67.0,197.0,0.0,26404.0,59.0,187.0,0.0,6341.0,47.0,170.0,0.0,20,,0.0,0.0
2.0,17.0,2.0,0.12823816872427984,42194.0,63.0,197.0,0.0,32675.0,29.0,187.0,0.0,7771.0,51.0,168.0,0.0,20,,0.0,0.0
2.0,17.0,3.0,0.0710631001371742,39106.0,77.0,195.0,0.0,32253.0,64.0,185.0,0.0,7412.0,47.0,168.0,0.0,20,,0.0,0.0
2.0,17.0,4.0,0.20402606310013718,38659.0,63.0,202.0,0.0,29695.0,62.0,191.0,0.0,7589.0,27.0,171.0,0.0,20,,0.0,0.0
2.0,17.0,5.0,0.2657656035665295,47384.0,61.0,202.0,0.0,42024.0,56.0,191.0,0.0,10546.0,42.0,171.0,0.0,20,,0.0,0.0
2.0,18.0,1.0,0.13728909465020575,23071.0,51.0,198.0,0.0,20620.0,46.0,188.0,0.0,7312.0,38.0,168.0,0.0,20,,0.0,0.0
2.0,18.0,2.0,0.1200985939643347,52942.0,56.0,200.0,0.0,48447.0,58.0,192.0,0.0,10891.0,53.0,172.0,0.0,20,,0.0,0.0
2.0,18.0,3.0,0.08359653635116598,31718.0,72.0,193.0,0.0,33190.0,51.0,184.0,0.0,6061.0,44.0,166.0,0.0,20,,0.0,0.0
2.0,18.0,4.0,0.23035579561042524,47796.0,54.0,203.0,0.0,28868.0,59.0,193.0,0.0,8545.0,40.0,172.0,0.0,20,,0.0,0.0
2.0,18.0,5.0,0.21646519204389575,43325.0,68.0,203.0,0.0,33643.0,60.0,192.0,0.0,9980.0,43.0,172.0,0.0,20,,0.0,0.0
2.0,19.0,1.0,0.16748542524005486,28064.0,69.0,199.0,0.0,27584.0,59.0,190.0,0.0,7073.0,44.0,172.0,0.0,20,,0.0,0.0
2.0,19.0,2.0,0.10291752400548697,36470.0,70.0,201.0,0.0,40924.0,60.0,190.0,0.0,8109.0,38.0,171.0,0.0,20,,0.0,0.0
2.0,19.0,3.0,0.10743569958847736,65535.0,74.0,195.0,0.0007533336869236929,57105.0,59.0,184.0,0.0,15207.0,32.0,167.0,0.0,20,,0.0,0.0
2.0,19.0,4.0,0.1945610425240055,56244.0,76.0,201.0,0.0,38725.0,51.0,190.0,0.0,13900.0,45.0,171.0,0.0,20,,0.0,0.0
2.0,19.0,5.0,0.17862482853223594,29038.0,70.0,203.0,0.0,26413.0,52.0,191.0,0.0,7279.0,51.0,172.0,0.0,20,,0.0,0.0
2.0,20.0,1.0,0.17763031550068586,52287.0,59.0,198.0,0.0,44575.0,58.0,188.0,0.0,11512.0,44.0,170.0,0.0,20,,0.0,0.0
2.0,20.0,2.0,0.10281550068587106,41653.0,68.0,203.0,0.0,46849.0,60.0,192.0,0.0,8917.0,43.0,173.0,0.0,20,,0.0,0.0
2.0,20.0,3.0,0.1495644718792867,55515.0,43.0,197.0,0.0,48454.0,49.0,188.0,0.0,10686.0,39.0,170.0,0.0,20,,0.0,0.0
2.0,20.0,4.0,0.17515860768175584,65535.0,69.0,201.0,0.0002606389656013199,36156.0,51.0,190.0,0.0,9048.0,48.0,170.0,0.0,20,,0.0,0.0
2.0,20.0,5.0,0.23142403978052126,49713.0,60.0,199.0,0.0,32753.0,52.0,191.0,0.0,7740.0,47.0,171.0,0.0,20,,0.0,0.0
2.0,21.0,1.0,0.18555812757201645,33237.0,47.0,197.0,0.0,29421.0,43.0,188.0,0.0,5939.0,47.0,170.0,0.0,20,,0.0,0.0
2.0,21.0,2.0,0.144465877914952,59020.0,69.0,199.0,0.0,52968.0,57.0,190.0,0.0,11659.0,45.0,170.0,0.0,20,,0.0,0.0
2.0,21.0,3.0,0.17747170781893004,32283.0,62.0,199.0,0.0,29577.0,47.0,191.0,0.0,8362.0,40.0,173.0,0.0,20,,0.0,0.0
2.0,21.0,4.0,0.20088906035665294,34358.0,65.0,200.0,0.0,24330.0,31.0,190.0,0.0,7331.0,43.0,172.0,0.0,20,,0.0,0.0
2.0,21.0,5.0,0.22784036351165982,46372.0,56.0,197.0,0.0,31584.0,42.0,187.0,0.0,8559.0,26.0,169.0,0.0,20,,0.0,0.0
2.0,22.0,1.0,0.17194787379972565,34292.0,67.0,200.0,0.0,39448.0,47.0,189.0,0.0,9096.0,55.0,170.0,0.0,20,,0.0,0.0
2.0,22.0,2.0,0.13064900548696845,65535.0,72.0,203.0,0.0015161206902490913,65535.0,62.0,191.0,0.000963472019430786,18535.0,47.0,172.0,0.0,20,,0.0,0.0
2.0,22.0,3.0,0.16580075445816186,39899.0,73.0,202.0,0.0,32874.0,53.0,189.0,0.0,8782.0,49.0,171.0,0.0,20,,0.0,0.0
2.0,22.0,4.0,0.21935356652949245,37197.0,66.0,204.0,0.0,32159.0,62.0,192.0,0.0,8584.0,42.0,172.0,0.0,20,,0.0,0.0
2.0,22.0,5.0,0.24938443072702332,38001.0,68.0,203.0,0.0,36688.0,45.0,191.0,0.0,8417.0,39.0,171.0,0.0,20,,0.0,0.0
2.0,23.0,1.0,0.15661779835390946,29386.0,73.0,200.0,0.0,23878.0,39.0,190.0,0.0,7370.0,22.0,172.0,0.0,20,,0.0,0.0
2.0,23.0,2.0,0.1486102537722908,46640.0,48.0,204.0,0.0,37049.0,62.0,192.0,0.0,8694.0,37.0,172.0,0.0,20,,0.0,0.0
2.0,23.0,3.0,0.17208333333333334,30132.0,57.0,202.0,0.0,28678.0,62.0,191.0,0.0,7078.0,21.0,172.0,0.0,20,,0.0,0.0
2.0,23.0,4.0,0.24294067215363513,41975.0,66.0,203.0,0.0,31453.0,55.0,192.0,0.0,8857.0,47.0,172.0,0.0,20,,0.0,0.0
2.0,23.0,5.0,0.20227280521262003,50700.0,68.0,199.0,0.0,42729.0,56.0,188.0,0.0,10570.0,39.0,170.0,0.0,20,,0.0,0.0
3.0,2.0,1.0,0.13938614540466393,22222.0,55.0,198.0,0.0,22409.0,61.0,189.0,0.0,7110.0,44.0,173.0,0.0,20,,0.0,0.0
3.0,2.0,2.0,0.13934156378600823,60801.0,72.0,205.0,0.0,54324.0,67.0,193.0,0.0,13289.0,57.0,174.0,0.0,20,,0.0,0.0
3.0,2.0,3.0,0.11554269547325102,25042.0,73.0,199.0,0.0,16430.0,65.0,187.0,0.0,7175.0,40.0,171.0,0.0,20,,0.0,0.0
3.0,2.0,4.0,0.1638468792866941,51648.0,69.0,203.0,0.0,35483.0,42.0,191.0,0.0,9861.0,47.0,173.0,0.0,20,,0.0,0.0
3.0,2.0,5.0,0.16909722222222223,41053.0,63.0,198.0,0.0,38431.0,45.0,187.0,0.0,9890.0,35.0,170.0,0.0,20,,0.0,0.0
3.0,3.0,1.0,0.22267661179698217,34521.0,59.0,200.0,0.0,29555.0,60.0,187.0,0.0,7203.0,45.0,171.0,0.0,20,,0.0,0.0
3.0,3.0,2.0,0.1282638888888889,44430.0,68.0,200.0,0.0,39518.0,60.0,188.0,0.0,10835.0,40.0,170.0,0.0,20,,0.0,0.0
3.0,3.0,3.0,0.1574468449931413,38808.0,73.0,199.0,0.0,25538.0,52.0,186.0,0.0,8535.0,21.0,170.0,0.0,20,,0.0,0.0
3.0,3.0,4.0,0.15286093964334704,36722.0,70.0,201.0,0.0,35441.0,38.0,187.0,0.0,8169.0,53.0,170.0,0.0,20,,0.0,0.0
3.0,3.0,5.0,0.2301946159122085,34304.0,76.0,202.0,0.0,21919.0,51.0,189.0,0.0,7065.0,42.0,172.0,0.0,20,,0.0,0.0
3.0,4.0,1.0,0.15983882030178326,40905.0,61.0,199.0,0.0,27600.0,48.0,188.0,0.0,9633.0,41.0,172.0,0.0,20,,0.0,0.0
3.0,4.0,2.0,0.17020919067215365,45503.0,71.0,206.0,0.0,30054.0,64.0,193.0,0.0,9584.0,48.0,174.0,0.0,20,,0.0,0.0
3.0,4.0,3.0,0.12156207133058985,23530.0,61.0,202.0,0.0,17772.0,61.0,188.0,0.0,5390.0,48.0,173.0,0.0,20,,0.0,0.0
3.0,4.0,4.0,0.15566015089163238,48893.0,68.0,200.0,0.0,35543.0,67.0,191.0,0.0,10227.0,56.0,172.0,0.0,20,,0.0,0.0
3.0,4.0,5.0,0.2231738683127572,32547.0,75.0,203.0,0.0,24235.0,48.0,190.0,0.0,7597.0,39.0,172.0,0.0,20,,0.0,0.0
3.0,5.0,1.0,0.11733367626886146,27048.0,55.0,197.0,0.0,22657.0,49.0,184.0,0.0,5067.0,49.0,169.0,0.0,20,,0.0,0.0
3.0,5.0,2.0,0.11463477366255144,44688.0,73.0,204.0,0.0,30173.0,49.0,191.0,0.0,7941.0,54.0,173.0,0.0,20,,0.0,0.0
3.0,5.0,3.0,0.2007690329218107,29641.0,55.0,205.0,0.0,21586.0,61.0,192.0,0.0,7036.0,44.0,174.0,0.0,20,,0.0,0.0
3.0,5.0,4.0,0.15550154320987655,49105.0,53.0,201.0,0.0,46003.0,59.0,188.0,0.0,11139.0,46.0,170.0,0.0,20,,0.0,0.0
3.0,5.0,5.0,0.23237825788751715,30318.0,49.0,199.0,0.0,23645.0,35.0,187.0,0.0,7270.0,47.0,170.0,0.0,20,,0.0,0.0
3.0,6.0,1.0,0.1369187242798354,24542.0,73.0,198.0,0.0,25218.0,59.0,185.0,0.0,7098.0,48.0,170.0,0.0,20,,0.0,0.0
3.0,6.0,2.0,0.08359567901234567,65535.0,66.0,203.0,0.006342735221644698,65535.0,62.0,188.0,0.003216824624235903,23171.0,44.0,168.0,0.0,20,,0.0,0.0
3.0,6.0,3.0,0.20977280521262004,29724.0,78.0,204.0,0.0,19236.0,63.0,189.0,0.0,6935.0,47.0,172.0,0.0,20,,0.0,0.0
3.0,6.0,4.0,0.13743398491083678,31803.0,73.0,209.0,0.0,26116.0,41.0,195.0,0.0,7146.0,37.0,176.0,0.0,20,,0.0,0.0
3.0,6.0,5.0,0.24142832647462278,32721.0,61.0,204.0,0.0,18696.0,49.0,190.0,0.0,6910.0,39.0,171.0,0.0,20,,0.0,0.0
3.0,7.0,1.0,0.06909550754458162,25874.0,72.0,197.0,0.0,28031.0,61.0,184.0,0.0,6863.0,51.0,169.0,0.0,20,,0.0,0.0
3.0,7.0,2.0,0.05995970507544582,40501.0,65.0,196.0,0.0,30233.0,64.0,184.0,0.0,8724.0,37.0,168.0,0.0,20,,0.0,0.0
3.0,7.0,3.0,0.16498456790123456,32356.0,59.0,202.0,0.0,21758.0,60.0,188.0,0.0,7237.0,34.0,172.0,0.0,20,,0.0,0.0
3.0,7.0,4.0,0.1007201646090535,49652.0,50.0,200.0,0.0,51994.0,53.0,186.0,0.0,12337.0,51.0,169.0,0.0,20,,0.0,0.0
3.0,7.0,5.0,0.18306069958847737,29884.0,66.0,201.0,0.0,26827.0,67.0,187.0,0.0,7257.0,44.0,171.0,0.0,20,,0.0,0.0
3.0,8.0,1.0,0.10463563100137174,28615.0,71.0,194.0,0.0,18336.0,47.0,182.0,0.0,7101.0,54.0,167.0,0.0,20,,0.0,0.0
3.0,8.0,2.0,0.09512774348422497,64797.0,71.0,202.0,0.0,40775.0,58.0,190.0,0.0,12891.0,54.0,173.0,0.0,20,,0.0,0.0
3.0,8.0,3.0,0.22050411522633745,39238.0,68.0,201.0,0.0,29543.0,57.0,189.0,0.0,7581.0,52.0,172.0,0.0,20,,0.0,0.0
3.0,8.0,4.0,0.10703275034293552,42672.0,77.0,202.0,0.0,34518.0,24.0,186.0,0.0,9525.0,27.0,169.0,0.0,20,,0.0,0.0
3.0,8.0,5.0,0.1909627914951989,37107.0,49.0,202.0,0.0,29045.0,57.0,189.0,0.0,8186.0,26.0,173.0,0.0,20,,0.0,0.0
3.0,9.0,1.0,0.08928840877914952,22129.0,76.0,200.0,0.0,22234.0,67.0,189.0,0.0,6996.0,40.0,173.0,0.0,20,,0.0,0.0
3.0,9.0,2.0,0.14170610425240054,48778.0,77.0,205.0,0.0,32603.0,35.0,192.0,0.0,6605.0,53.0,174.0,0.0,20,,0.0,0.0
3.0,9.0,3.0,0.20319615912208505,49114.0,53.0,203.0,0.0,48381.0,61.0,192.0,0.0,11181.0,33.0,173.0,0.0,20,,0.0,0.0
3.0,9.0,4.0,0.11471965020576132,52275.0,67.0,198.0,0.0,48137.0,44.0,186.0,0.0,12218.0,42.0,168.0,0.0,20,,0.0,0.0
3.0,9.0,5.0,0.21978566529492455,46786.0,65.0,201.0,0.0,30764.0,54.0,189.0,0.0,7708.0,46.0,170.0,0.0,20,,0.0,0.0
3.0,10.0,1.0,0.12693501371742114,33142.0,68.0,199.0,0.0,27992.0,51.0,187.0,0.0,7698.0,48.0,171.0,0.0,20,,0.0,0.0
3.0,10.0,2.0,0.07954046639231824,37065.0,72.0,203.0,0.0,40036.0,56.0,191.0,0.0,7630.0,54.0,174.0,0.0,20,,0.0,0.0
3.0,10.0,3.0,0.13555384087791494,25962.0,65.0,200.0,0.0,26254.0,33.0,189.0,0.0,7239.0,52.0,172.0,0.0,20,,0.0,0.0
3.0,10.0,4.0,0.11151148834019205,65535.0,54.0,203.0,0.0006679916314057344,46594.0,42.0,190.0,0.0,14112.0,38.0,172.0,0.0,20,,0.0,0.0
3.0,10.0,5.0,0.16564214677640604,40469.0,59.0,198.0,0.0,28447.0,57.0,186.0,0.0,7659.0,54.0,168.0,0.0,20,,0.0,0.0
3.0,11.0,1.0,0.17847479423868312,34255.0,64.0,198.0,0.0,25649.0,55.0,188.0,0.0,7613.0,58.0,170.0,0.0,20,,0.0,0.0
3.0,11.0,2.0,0.17198988340192045,38121.0,64.0,203.0,0.0,31604.0,64.0,191.0,0.0,7552.0,40.0,172.0,0.0,20,,0.0,0.0
3.0,11.0,3.0,0.14623971193415639,38818.0,55.0,197.0,0.0,28483.0,60.0,186.0,0.0,7494.0,43.0,170.0,0.0,20,,0.0,0.0
3.0,11.0,4.0,0.13157150205761317,46375.0,62.0,202.0,0.0,37761.0,60.0,190.0,0.0,8640.0,50.0,171.0,0.0,20,,0.0,0.0
3.0,11.0,5.0,0.22824417009602194,45621.0,74.0,199.0,0.0,37410.0,45.0,187.0,0.0,7185.0,44.0,170.0,0.0,20,,0.0,0.0
3.0,12.0,1.0,0.13926954732510288,27320.0,61.0,199.0,0.0,24692.0,33.0,187.0,0.0,6892.0,42.0,171.0,0.0,20,,0.0,0.0
