r,c,f,cover@DAPI,MaxIntensity@CY3,MinIntensity@CY3,MedianIntensity@CY3,sat_cell_ratio@CY3,MaxIntensity@CY5,MinIntensity@CY5,MedianIntensity@CY5,sat_cell_ratio@CY5,MaxIntensity@FRET,MinIntensity@FRET,MedianIntensity@FRET,sat_cell_ratio@FRET,error,msg,sat_cnt,dyn_cnt
3.0,12.0,2.0,0.14248885459533608,48687.0,67.0,199.0,0.0,39893.0,54.0,188.0,0.0,10308.0,32.0,170.0,0.0,20,,0.0,0.0
3.0,12.0,3.0,0.1460673868312757,27645.0,75.0,200.0,0.0,23937.0,51.0,188.0,0.0,6945.0,42.0,171.0,0.0,20,,0.0,0.0
3.0,12.0,4.0,0.1671081961591221,33443.0,66.0,201.0,0.0,28094.0,56.0,188.0,0.0,8377.0,46.0,172.0,0.0,20,,0.0,0.0
3.0,12.0,5.0,0.19794067215363512,26521.0,65.0,199.0,0.0,20877.0,48.0,188.0,0.0,7170.0,41.0,172.0,0.0,20,,0.0,0.0
3.0,13.0,1.0,0.12745970507544582,37359.0,68.0,197.0,0.0,29845.0,58.0,185.0,0.0,7797.0,52.0,168.0,0.0,20,,0.0,0.0
3.0,13.0,2.0,0.09655264060356653,32182.0,75.0,199.0,0.0,36083.0,49.0,187.0,0.0,7568.0,48.0,169.0,0.0,20,,0.0,0.0
3.0,13.0,3.0,0.12319615912208505,45825.0,72.0,199.0,0.0,33525.0,51.0,188.0,0.0,9206.0,47.0,170.0,0.0,20,,0.0,0.0
3.0,13.0,4.0,0.16016203703703705,45738.0,72.0,201.0,0.0,34689.0,50.0,189.0,0.0,8455.0,44.0,170.0,0.0,20,,0.0,0.0
3.0,13.0,5.0,0.23806755829903978,40294.0,66.0,202.0,0.0,33215.0,51.0,191.0,0.0,10248.0,45.0,172.0,0.0,20,,0.0,0.0
3.0,14.0,1.0,0.13007201646090535,26807.0,69.0,196.0,0.0,22013.0,52.0,184.0,0.0,7216.0,49.0,169.0,0.0,20,,0.0,0.0
3.0,14.0,2.0,0.18810099451303156,56046.0,71.0,202.0,0.0,44875.0,51.0,189.0,0.0,12509.0,47.0,172.0,0.0,20,,0.0,0.0
3.0,14.0,3.0,0.1226911865569273,40466.0,70.0,198.0,0.0,20024.0,42.0,186.0,0.0,7348.0,50.0,170.0,0.0,20,,0.0,0.0
3.0,14.0,4.0,0.17330332647462277,63631.0,48.0,203.0,0.0,53444.0,44.0,189.0,0.0,14683.0,44.0,172.0,0.0,20,,0.0,0.0
3.0,14.0,5.0,0.21145919067215363,38480.0,70.0,201.0,0.0,28415.0,49.0,187.0,0.0,7981.0,40.0,170.0,0.0,20,,0.0,0.0
3.0,15.0,1.0,0.13542181069958847,48554.0,57.0,199.0,0.0,42189.0,49.0,187.0,0.0,8746.0,31.0,171.0,0.0,20,,0.0,0.0
3.0,15.0,2.0,0.1358736282578875,45370.0,72.0,207.0,0.0,43346.0,54.0,193.0,0.0,10809.0,46.0,173.0,0.0,20,,0.0,0.0
3.0,15.0,3.0,0.14700703017832648,36643.0,73.0,209.0,0.0,33396.0,59.0,195.0,0.0,8711.0,50.0,176.0,0.0,20,,0.0,0.0
3.0,15.0,4.0,0.16641375171467765,64896.0,79.0,202.0,0.0,44966.0,58.0,189.0,0.0,13538.0,48.0,170.0,0.0,20,,0.0,0.0
3.0,15.0,5.0,0.23568930041152264,37115.0,60.0,200.0,0.0,27685.0,43.0,189.0,0.0,7726.0,41.0,171.0,0.0,20,,0.0,0.0
3.0,16.0,1.0,0.13550068587105624,35874.0,77.0,202.0,0.0,29360.0,58.0,189.0,0.0,7346.0,50.0,171.0,0.0,20,,0.0,0.0
3.0,16.0,2.0,0.11380658436213992,35543.0,68.0,204.0,0.0,28092.0,45.0,190.0,0.0,7765.0,54.0,171.0,0.0,20,,0.0,0.0
3.0,16.0,3.0,0.11324502743484224,36205.0,73.0,201.0,0.0,37218.0,55.0,188.0,0.0,8391.0,34.0,170.0,0.0,20,,0.0,0.0
3.0,16.0,4.0,0.17854595336076817,41074.0,64.0,205.0,0.0,38678.0,52.0,191.0,0.0,8324.0,44.0,170.0,0.0,20,,0.0,0.0
3.0,16.0,5.0,0.2275548696844993,34702.0,50.0,203.0,0.0,23659.0,31.0,191.0,0.0,7370.0,47.0,172.0,0.0,20,,0.0,0.0
3.0,17.0,1.0,0.13305898491083676,60555.0,65.0,200.0,0.0,50340.0,43.0,188.0,0.0,13817.0,45.0,171.0,0.0,20,,0.0,0.0
3.0,17.0,2.0,0.0974965706447188,50787.0,71.0,204.0,0.0,41071.0,45.0,191.0,0.0,10282.0,51.0,170.0,0.0,20,,0.0,0.0
3.0,17.0,3.0,0.07980195473251028,35662.0,66.0,208.0,0.0,31077.0,24.0,195.0,0.0,7925.0,52.0,176.0,0.0,20,,0.0,0.0
3.0,17.0,4.0,0.18929183813443073,61633.0,57.0,205.0,0.0,33937.0,35.0,193.0,0.0,10680.0,32.0,172.0,0.0,20,,0.0,0.0
3.0,17.0,5.0,0.18671210562414267,38995.0,66.0,202.0,0.0,32367.0,58.0,190.0,0.0,8748.0,13.0,171.0,0.0,20,,0.0,0.0
3.0,18.0,1.0,0.10062928669410151,24671.0,63.0,195.0,0.0,25022.0,64.0,185.0,0.0,6739.0,48.0,169.0,0.0,20,,0.0,0.0
3.0,18.0,2.0,0.1086522633744856,54212.0,62.0,201.0,0.0,51608.0,61.0,188.0,0.0,12821.0,38.0,171.0,0.0,20,,0.0,0.0
3.0,18.0,3.0,0.10938100137174211,23278.0,63.0,198.0,0.0,21303.0,58.0,187.0,0.0,5022.0,40.0,170.0,0.0,20,,0.0,0.0
3.0,18.0,4.0,0.21002829218106997,43485.0,70.0,202.0,0.0,34240.0,46.0,192.0,0.0,8167.0,40.0,172.0,0.0,20,,0.0,0.0
3.0,18.0,5.0,0.1929835390946502,32182.0,78.0,203.0,0.0,44551.0,56.0,191.0,0.0,7201.0,45.0,172.0,0.0,20,,0.0,0.0
3.0,19.0,1.0,0.08573216735253772,54389.0,70.0,201.0,0.0,54617.0,67.0,190.0,0.0,13299.0,39.0,171.0,0.0,20,,0.0,0.0
3.0,19.0,2.0,0.07347736625514403,48001.0,64.0,200.0,0.0,26671.0,56.0,188.0,0.0,7054.0,47.0,168.0,0.0,20,,0.0,0.0
3.0,19.0,3.0,0.09441358024691358,54822.0,47.0,200.0,0.0,48216.0,64.0,190.0,0.0,13231.0,48.0,171.0,0.0,20,,0.0,0.0
3.0,19.0,4.0,0.2002829218106996,48428.0,69.0,205.0,0.0,34036.0,69.0,195.0,0.0,9779.0,52.0,173.0,0.0,20,,0.0,0.0
3.0,19.0,5.0,0.15296896433470508,36498.0,67.0,202.0,0.0,31697.0,58.0,192.0,0.0,9171.0,39.0,172.0,0.0,20,,0.0,0.0
3.0,20.0,1.0,0.17679955418381343,24910.0,52.0,194.0,0.0,18893.0,67.0,186.0,0.0,7073.0,43.0,168.0,0.0,20,,0.0,0.0
3.0,20.0,2.0,0.148650548696845,65535.0,69.0,201.0,0.00026644753581138637,61444.0,57.0,192.0,0.0,16993.0,47.0,171.0,0.0,20,,0.0,0.0
3.0,20.0,3.0,0.1218741426611797,65535.0,71.0,195.0,0.00039044192449387593,29567.0,52.0,185.0,0.0,7211.0,54.0,168.0,0.0,20,,0.0,0.0
3.0,20.0,4.0,0.23434927983539094,34122.0,72.0,201.0,0.0,27246.0,54.0,194.0,0.0,8069.0,36.0,172.0,0.0,20,,0.0,0.0
3.0,20.0,5.0,0.20313614540466393,48563.0,62.0,194.0,0.0,41089.0,64.0,187.0,0.0,10764.0,31.0,168.0,0.0,20,,0.0,0.0
3.0,21.0,1.0,0.15379886831275721,40153.0,63.0,199.0,0.0,37712.0,53.0,188.0,0.0,10021.0,35.0,169.0,0.0,20,,0.0,0.0
3.0,21.0,2.0,0.13004115226337448,53213.0,65.0,202.0,0.0,44221.0,40.0,192.0,0.0,11873.0,26.0,172.0,0.0,20,,0.0,0.0
3.0,21.0,3.0,0.15989026063100137,43093.0,68.0,201.0,0.0,33969.0,47.0,190.0,0.0,9331.0,43.0,172.0,0.0,20,,0.0,0.0
3.0,21.0,4.0,0.18481738683127572,65535.0,58.0,202.0,0.00023755171040566313,58613.0,55.0,192.0,0.0,14833.0,25.0,171.0,0.0,20,,0.0,0.0
3.0,21.0,5.0,0.20248285322359397,54153.0,56.0,201.0,0.0,38316.0,60.0,190.0,0.0,11895.0,44.0,171.0,0.0,20,,0.0,0.0
3.0,22.0,1.0,0.13389146090534979,41906.0,72.0,196.0,0.0,30038.0,55.0,186.0,0.0,7040.0,44.0,170.0,0.0,20,,0.0,0.0
3.0,22.0,2.0,0.1336102537722908,47259.0,61.0,200.0,0.0,42140.0,40.0,191.0,0.0,10173.0,45.0,172.0,0.0,20,,0.0,0.0
3.0,22.0,3.0,0.16918981481481482,35199.0,55.0,198.0,0.0,28560.0,56.0,187.0,0.0,7193.0,40.0,170.0,0.0,20,,0.0,0.0
3.0,22.0,4.0,0.13578446502057614,46490.0,58.0,202.0,0.0,44016.0,61.0,192.0,0.0,9034.0,43.0,172.0,0.0,20,,0.0,0.0
3.0,22.0,5.0,0.20558556241426612,56170.0,60.0,202.0,0.0,49329.0,45.0,191.0,0.0,11884.0,51.0,172.0,0.0,20,,0.0,0.0
3.0,23.0,1.0,0.13004286694101508,45202.0,63.0,197.0,0.0,41855.0,56.0,187.0,0.0,10485.0,40.0,170.0,0.0,20,,0.0,0.0
3.0,23.0,2.0,0.10712534293552813,55030.0,73.0,200.0,0.0,42408.0,55.0,190.0,0.0,9522.0,32.0,171.0,0.0,20,,0.0,0.0
3.0,23.0,3.0,0.10592506858710563,28909.0,68.0,195.0,0.0,24850.0,65.0,186.0,0.0,7043.0,46.0,169.0,0.0,20,,0.0,0.0
3.0,23.0,4.0,0.2138022976680384,48532.0,73.0,203.0,0.0,31489.0,49.0,193.0,0.0,9275.0,51.0,173.0,0.0,20,,0.0,0.0
3.0,23.0,5.0,0.2178789437585734,36074.0,72.0,200.0,0.0,24164.0,35.0,189.0,0.0,6982.0,47.0,171.0,0.0,20,,0.0,0.0
4.0,2.0,1.0,0.09768604252400549,29784.0,70.0,194.0,0.0,28267.0,62.0,184.0,0.0,7150.0,44.0,168.0,0.0,20,,0.0,0.0
4.0,2.0,2.0,0.12116426611796982,50649.0,67.0,198.0,0.0,27962.0,54.0,189.0,0.0,8857.0,40.0,170.0,0.0,20,,0.0,0.0
4.0,2.0,3.0,0.16354852537722908,38193.0,67.0,195.0,0.0,19873.0,28.0,186.0,0.0,6394.0,52.0,170.0,0.0,20,,0.0,0.0
4.0,2.0,4.0,0.15020919067215363,49628.0,71.0,205.0,0.0,33295.0,38.0,192.0,0.0,9557.0,51.0,173.0,0.0,20,,0.0,0.0
4.0,2.0,5.0,0.13714934842249657,41541.0,64.0,200.0,0.0,34072.0,46.0,190.0,0.0,8248.0,41.0,171.0,0.0,20,,0.0,0.0
4.0,3.0,1.0,0.12724279835390948,28710.0,73.0,196.0,0.0,21752.0,36.0,186.0,0.0,6961.0,47.0,170.0,0.0,20,,0.0,0.0
4.0,3.0,2.0,0.11520318930041153,36375.0,60.0,204.0,0.0,29519.0,43.0,192.0,0.0,7596.0,59.0,173.0,0.0,20,,0.0,0.0
4.0,3.0,3.0,0.17007801783264745,52820.0,67.0,198.0,0.0,34947.0,56.0,188.0,0.0,10939.0,44.0,171.0,0.0,20,,0.0,0.0
4.0,3.0,4.0,0.18448988340192043,58159.0,63.0,200.0,0.0,40943.0,31.0,191.0,0.0,12043.0,21.0,172.0,0.0,20,,0.0,0.0
4.0,3.0,5.0,0.19652006172839506,32522.0,75.0,203.0,0.0,31628.0,48.0,190.0,0.0,7631.0,39.0,171.0,0.0,20,,0.0,0.0
4.0,4.0,1.0,0.14954475308641976,25519.0,67.0,202.0,0.0,25886.0,54.0,189.0,0.0,7240.0,54.0,171.0,0.0,20,,0.0,0.0
4.0,4.0,2.0,0.1803480795610425,41495.0,64.0,203.0,0.0,32681.0,57.0,191.0,0.0,7818.0,44.0,173.0,0.0,20,,0.0,0.0
4.0,4.0,3.0,0.19414094650205763,26941.0,65.0,203.0,0.0,18127.0,52.0,189.0,0.0,4996.0,48.0,172.0,0.0,20,,0.0,0.0
4.0,4.0,4.0,0.17684070644718794,62252.0,74.0,205.0,0.0,46230.0,60.0,191.0,0.0,14396.0,27.0,171.0,0.0,20,,0.0,0.0
4.0,4.0,5.0,0.25679012345679014,58022.0,47.0,203.0,0.0,20676.0,59.0,192.0,0.0,6724.0,56.0,172.0,0.0,20,,0.0,0.0
4.0,5.0,1.0,0.19244341563786008,32385.0,69.0,200.0,0.0,21500.0,60.0,188.0,0.0,6250.0,50.0,170.0,0.0,20,,0.0,0.0
4.0,5.0,2.0,0.14132373113854596,55038.0,67.0,205.0,0.0,54728.0,65.0,193.0,0.0,14180.0,49.0,173.0,0.0,20,,0.0,0.0
4.0,5.0,3.0,0.1836556927297668,33560.0,67.0,204.0,0.0,34583.0,55.0,191.0,0.0,7288.0,46.0,172.0,0.0,20,,0.0,0.0
4.0,5.0,4.0,0.14811642661179697,41729.0,81.0,207.0,0.0,37105.0,69.0,193.0,0.0,8476.0,49.0,173.0,0.0,20,,0.0,0.0
4.0,5.0,5.0,0.19588906035665296,27894.0,60.0,202.0,0.0,22507.0,62.0,189.0,0.0,5246.0,45.0,170.0,0.0,20,,0.0,0.0
4.0,6.0,1.0,0.086014231824417,23443.0,64.0,199.0,0.0,17424.0,47.0,186.0,0.0,7215.0,38.0,170.0,0.0,20,,0.0,0.0
4.0,6.0,2.0,0.0795644718792867,43614.0,66.0,197.0,0.0,44505.0,58.0,185.0,0.0,11180.0,38.0,167.0,0.0,20,,0.0,0.0
4.0,6.0,3.0,0.1596656378600823,44983.0,75.0,201.0,0.0,35542.0,55.0,190.0,0.0,8986.0,54.0,172.0,0.0,20,,0.0,0.0
4.0,6.0,4.0,0.054881687242798356,49616.0,78.0,204.0,0.0,37372.0,57.0,190.0,0.0,9801.0,50.0,171.0,0.0,20,,0.0,0.0
4.0,6.0,5.0,0.20231910150891633,30001.0,51.0,205.0,0.0,22660.0,55.0,192.0,0.0,7187.0,38.0,172.0,0.0,20,,0.0,0.0
4.0,7.0,1.0,0.09918981481481481,40903.0,72.0,199.0,0.0,23778.0,71.0,187.0,0.0,7797.0,49.0,171.0,0.0,20,,0.0,0.0
4.0,7.0,2.0,0.13310099451303156,38627.0,72.0,206.0,0.0,38290.0,52.0,191.0,0.0,9092.0,57.0,174.0,0.0,20,,0.0,0.0
4.0,7.0,3.0,0.19963305898491085,26144.0,71.0,198.0,0.0,28284.0,51.0,189.0,0.0,7239.0,54.0,170.0,0.0,20,,0.0,0.0
4.0,7.0,4.0,0.07727451989026063,51694.0,63.0,198.0,0.0,33785.0,63.0,187.0,0.0,9909.0,50.0,169.0,0.0,20,,0.0,0.0
4.0,7.0,5.0,0.20573559670781894,41372.0,73.0,213.0,0.0,41987.0,58.0,200.0,0.0,9929.0,45.0,178.0,0.0,20,,0.0,0.0
4.0,8.0,1.0,0.1354723936899863,47052.0,72.0,199.0,0.0,33467.0,62.0,187.0,0.0,9526.0,54.0,171.0,0.0,20,,0.0,0.0
4.0,8.0,2.0,0.1629406721536351,60774.0,51.0,205.0,0.0,56868.0,39.0,192.0,0.0,13771.0,52.0,174.0,0.0,20,,0.0,0.0
4.0,8.0,3.0,0.20223508230452675,31983.0,60.0,200.0,0.0,22789.0,56.0,188.0,0.0,7130.0,39.0,171.0,0.0,20,,0.0,0.0
4.0,8.0,4.0,0.12649948559670782,64950.0,60.0,202.0,0.0,45943.0,52.0,190.0,0.0,12614.0,43.0,171.0,0.0,20,,0.0,0.0
4.0,8.0,5.0,0.16050668724279835,42277.0,70.0,196.0,0.0,39643.0,60.0,185.0,0.0,8275.0,53.0,167.0,0.0,20,,0.0,0.0
4.0,9.0,1.0,0.150579561042524,38519.0,45.0,198.0,0.0,26429.0,57.0,187.0,0.0,8111.0,44.0,170.0,0.0,20,,0.0,0.0
4.0,9.0,2.0,0.1228849451303155,55846.0,58.0,205.0,0.0,45678.0,56.0,192.0,0.0,11989.0,53.0,173.0,0.0,20,,0.0,0.0
4.0,9.0,3.0,0.16444444444444445,46346.0,55.0,202.0,0.0,37826.0,52.0,189.0,0.0,9390.0,46.0,170.0,0.0,20,,0.0,0.0
4.0,9.0,4.0,0.12828875171467763,65535.0,65.0,205.0,0.0010012368627479778,63133.0,61.0,192.0,0.0,17602.0,53.0,172.0,0.0,20,,0.0,0.0
4.0,9.0,5.0,0.20530521262002743,36072.0,71.0,202.0,0.0,30077.0,56.0,190.0,0.0,7030.0,49.0,172.0,0.0,20,,0.0,0.0
4.0,10.0,1.0,0.17463906035665294,35549.0,59.0,197.0,0.0,32300.0,56.0,186.0,0.0,7108.0,39.0,169.0,0.0,20,,0.0,0.0
4.0,10.0,2.0,0.16354509602194786,56681.0,59.0,200.0,0.0,46905.0,54.0,188.0,0.0,13116.0,47.0,170.0,0.0,20,,0.0,0.0
4.0,10.0,3.0,0.19118227023319617,37243.0,69.0,200.0,0.0,27487.0,53.0,186.0,0.0,7645.0,52.0,169.0,0.0,20,,0.0,0.0
4.0,10.0,4.0,0.14363254458161864,45129.0,65.0,201.0,0.0,35502.0,57.0,188.0,0.0,9694.0,40.0,170.0,0.0,20,,0.0,0.0
4.0,10.0,5.0,0.1550077160493827,34814.0,70.0,202.0,0.0,24189.0,61.0,189.0,0.0,7294.0,48.0,172.0,0.0,20,,0.0,0.0
4.0,11.0,1.0,0.13423954046639233,33930.0,61.0,198.0,0.0,31614.0,53.0,187.0,0.0,7164.0,39.0,170.0,0.0,20,,0.0,0.0
4.0,11.0,2.0,0.1638503086419753,51475.0,38.0,200.0,0.0,37836.0,47.0,189.0,0.0,10101.0,44.0,170.0,0.0,20,,0.0,0.0
4.0,11.0,3.0,0.1373602537722908,34860.0,75.0,199.0,0.0,30223.0,59.0,189.0,0.0,8298.0,49.0,171.0,0.0,20,,0.0,0.0
4.0,11.0,4.0,0.178605109739369,64952.0,37.0,203.0,0.0,45942.0,65.0,191.0,0.0,11903.0,49.0,172.0,0.0,20,,0.0,0.0
4.0,11.0,5.0,0.22165809327846364,35654.0,72.0,200.0,0.0,28384.0,60.0,190.0,0.0,7272.0,52.0,171.0,0.0,20,,0.0,0.0
4.0,12.0,1.0,0.1674948559670782,36327.0,67.0,202.0,0.0,29189.0,29.0,215.0,0.0,8078.0,31.0,171.0,0.0,20,,0.0,0.0
4.0,12.0,2.0,0.1502340534979424,36337.0,64.0,205.0,0.0,29177.0,78.0,219.0,0.0,8041.0,36.0,175.0,0.0,20,,0.0,0.0
4.0,12.0,3.0,0.21660150891632374,38996.0,68.0,205.0,0.0,21274.0,47.0,219.0,0.0,7099.0,34.0,174.0,0.0,20,,0.0,0.0
4.0,12.0,4.0,0.1534593621399177,46269.0,56.0,206.0,0.0,38382.0,76.0,219.0,0.0,11331.0,38.0,173.0,0.0,20,,0.0,0.0
4.0,12.0,5.0,0.21319530178326473,65115.0,50.0,207.0,0.0,36992.0,62.0,221.0,0.0,11629.0,45.0,175.0,0.0,20,,0.0,0.0
4.0,13.0,1.0,0.11285665294924555,44015.0,57.0,198.0,0.0,25784.0,64.0,187.0,0.0,7486.0,50.0,169.0,0.0,20,,0.0,0.0
4.0,13.0,2.0,0.13130829903978053,35863.0,70.0,205.0,0.0,29460.0,49.0,194.0,0.0,8359.0,46.0,174.0,0.0,20,,0.0,0.0
4.0,13.0,3.0,0.13780949931412895,35725.0,73.0,201.0,0.0,28206.0,56.0,189.0,0.0,7750.0,39.0,171.0,0.0,20,,0.0,0.0
4.0,13.0,4.0,0.17681841563786008,39724.0,71.0,205.0,0.0,33338.0,35.0,193.0,0.0,8333.0,51.0,172.0,0.0,20,,0.0,0.0
4.0,13.0,5.0,0.17021176268861454,65535.0,60.0,202.0,0.00028036029123057867,41625.0,35.0,191.0,0.0,11594.0,51.0,171.0,0.0,20,,0.0,0.0
4.0,14.0,1.0,0.1181764403292181,50042.0,69.0,197.0,0.0,27692.0,58.0,184.0,0.0,8563.0,53.0,167.0,0.0,20,,0.0,0.0
4.0,14.0,2.0,0.1294770233196159,38707.0,67.0,201.0,0.0,30592.0,51.0,188.0,0.0,8451.0,50.0,170.0,0.0,20,,0.0,0.0
4.0,14.0,3.0,0.11814729080932784,54002.0,49.0,203.0,0.0,36629.0,47.0,190.0,0.0,10288.0,42.0,174.0,0.0,20,,0.0,0.0
4.0,14.0,4.0,0.1750051440329218,49976.0,60.0,206.0,0.0,49585.0,63.0,192.0,0.0,12164.0,33.0,173.0,0.0,20,,0.0,0.0
4.0,14.0,5.0,0.16357424554183814,40794.0,77.0,202.0,0.0,31043.0,42.0,188.0,0.0,8030.0,54.0,171.0,0.0,20,,0.0,0.0
4.0,15.0,1.0,0.139221536351166,36779.0,74.0,204.0,0.0,29226.0,39.0,191.0,0.0,8226.0,41.0,172.0,0.0,20,,0.0,0.0
4.0,15.0,2.0,0.18181670096021949,58431.0,66.0,209.0,0.0,53613.0,62.0,195.0,0.0,13113.0,45.0,174.0,0.0,20,,0.0,0.0
4.0,15.0,3.0,0.10805469821673526,42574.0,17.0,206.0,0.0,44572.0,65.0,192.0,0.0,9483.0,39.0,173.0,0.0,20,,0.0,0.0
4.0,15.0,4.0,0.18537122770919068,57850.0,77.0,207.0,0.0,43679.0,49.0,194.0,0.0,11741.0,39.0,172.0,0.0,20,,0.0,0.0
4.0,15.0,5.0,0.1676431755829904,42253.0,68.0,205.0,0.0,36650.0,67.0,191.0,0.0,9311.0,39.0,172.0,0.0,20,,0.0,0.0
4.0,16.0,1.0,0.11830847050754457,28270.0,72.0,202.0,0.0,19748.0,38.0,188.0,0.0,5339.0,49.0,170.0,0.0,20,,0.0,0.0
4.0,16.0,2.0,0.08326817558299039,41879.0,50.0,204.0,0.0,34380.0,65.0,188.0,0.0,8010.0,49.0,170.0,0.0,20,,0.0,0.0
4.0,16.0,3.0,0.1016838134430727,24046.0,77.0,203.0,0.0,24961.0,63.0,188.0,0.0,7208.0,48.0,170.0,0.0,20,,0.0,0.0
4.0,16.0,4.0,0.1856661522633745,63504.0,78.0,207.0,0.0,50957.0,57.0,193.0,0.0,12632.0,47.0,172.0,0.0,20,,0.0,0.0
4.0,16.0,5.0,0.1366752400548697,36756.0,61.0,202.0,0.0,27865.0,48.0,188.0,0.0,7152.0,47.0,169.0,0.0,20,,0.0,0.0
4.0,17.0,1.0,0.13963734567901234,56812.0,70.0,201.0,0.0,47824.0,64.0,188.0,0.0,11161.0,49.0,168.0,0.0,20,,0.0,0.0
4.0,17.0,2.0,0.1561608367626886,64622.0,80.0,206.0,0.0,53058.0,61.0,193.0,0.0,13846.0,32.0,173.0,0.0,20,,0.0,0.0
4.0,17.0,3.0,0.1370670438957476,40371.0,69.0,204.0,0.0,30785.0,68.0,192.0,0.0,8889.0,47.0,172.0,0.0,20,,0.0,0.0
4.0,17.0,4.0,0.23613511659807956,60518.0,76.0,207.0,0.0,46775.0,60.0,194.0,0.0,12789.0,45.0,173.0,0.0,20,,0.0,0.0
4.0,17.0,5.0,0.2334670781893004,40027.0,46.0,205.0,0.0,32908.0,59.0,193.0,0.0,8652.0,47.0,172.0,0.0,20,,0.0,0.0
4.0,18.0,1.0,0.054130658436213994,33246.0,78.0,209.0,0.0,24380.0,69.0,198.0,0.0,7122.0,54.0,173.0,0.0,20,,0.0,0.0
4.0,18.0,2.0,0.06547239368998628,38376.0,76.0,211.0,0.0,37891.0,59.0,200.0,0.0,9435.0,55.0,174.0,0.0,20,,0.0,0.0
4.0,18.0,3.0,0.0353377914951989,43759.0,81.0,203.0,0.0,47500.0,67.0,192.0,0.0,9258.0,53.0,168.0,0.0,20,,0.0,0.0
4.0,18.0,4.0,0.10657921810699589,54810.0,65.0,215.0,0.0,41402.0,65.0,202.0,0.0,10345.0,51.0,174.0,0.0,20,,0.0,0.0
4.0,18.0,5.0,0.07373628257887517,36041.0,73.0,210.0,0.0,32276.0,65.0,198.0,0.0,6979.0,53.0,175.0,0.0,20,,0.0,0.0
4.0,19.0,1.0,0.13708419067215363,55050.0,52.0,195.0,0.0,56234.0,57.0,187.0,0.0,14277.0,43.0,168.0,0.0,20,,0.0,0.0
4.0,19.0,2.0,0.09988425925925926,32058.0,53.0,197.0,0.0,34069.0,38.0,188.0,0.0,7871.0,40.0,168.0,0.0,20,,0.0,0.0
4.0,19.0,3.0,0.08606052812071331,32039.0,67.0,198.0,0.0,33131.0,52.0,190.0,0.0,6630.0,48.0,172.0,0.0,20,,0.0,0.0
4.0,19.0,4.0,0.2535193758573388,51559.0,67.0,201.0,0.0,45026.0,55.0,191.0,0.0,10045.0,38.0,170.0,0.0,20,,0.0,0.0
4.0,19.0,5.0,0.17792266803840878,43361.0,72.0,200.0,0.0,33862.0,60.0,191.0,0.0,7686.0,40.0,171.0,0.0,20,,0.0,0.0
4.0,20.0,1.0,0.15414951989026063,29266.0,68.0,200.0,0.0,20675.0,57.0,190.0,0.0,7071.0,31.0,172.0,0.0,20,,0.0,0.0
4.0,20.0,2.0,0.15440929355281208,44927.0,60.0,199.0,0.0,37434.0,53.0,190.0,0.0,10276.0,40.0,171.0,0.0,20,,0.0,0.0
4.0,20.0,3.0,0.123079561042524,36633.0,66.0,201.0,0.0,24446.0,53.0,190.0,0.0,7214.0,42.0,172.0,0.0,20,,0.0,0.0
4.0,20.0,4.0,0.1773079561042524,63648.0,66.0,203.0,0.0,42676.0,51.0,193.0,0.0,12355.0,51.0,172.0,0.0,20,,0.0,0.0
4.0,20.0,5.0,0.21041752400548697,41638.0,55.0,198.0,0.0,29044.0,56.0,189.0,0.0,7695.0,15.0,171.0,0.0,20,,0.0,0.0
4.0,21.0,1.0,0.1415320644718793,34941.0,66.0,201.0,0.0,25726.0,57.0,189.0,0.0,7193.0,47.0,170.0,0.0,20,,0.0,0.0
4.0,21.0,2.0,0.1483590534979424,33245.0,59.0,206.0,0.0,27473.0,51.0,193.0,0.0,7201.0,36.0,173.0,0.0,20,,0.0,0.0
4.0,21.0,3.0,0.1561522633744856,41288.0,58.0,204.0,0.0,35705.0,49.0,193.0,0.0,7524.0,40.0,173.0,0.0,20,,0.0,0.0
4.0,21.0,4.0,0.19924897119341564,65535.0,75.0,207.0,0.0004186881686067445,55426.0,56.0,194.0,0.0,14231.0,17.0,173.0,0.0,20,,0.0,0.0
4.0,21.0,5.0,0.26851851851851855,40726.0,73.0,205.0,0.0,35729.0,43.0,194.0,0.0,9295.0,42.0,172.0,0.0,20,,0.0,0.0
4.0,22.0,1.0,0.10902606310013717,35540.0,56.0,197.0,0.0,26975.0,60.0,187.0,0.0,7421.0,32.0,170.0,0.0,20,,0.0,0.0
4.0,22.0,2.0,0.12472993827160493,53235.0,70.0,202.0,0.0,36078.0,55.0,192.0,0.0,11100.0,37.0,173.0,0.0,20,,0.0,0.0
4.0,22.0,3.0,0.11224708504801098,45170.0,51.0,194.0,0.0,40456.0,60.0,184.0,0.0,8789.0,34.0,167.0,0.0,20,,0.0,0.0
4.0,22.0,4.0,0.1477829218106996,39844.0,69.0,200.0,0.0,45095.0,47.0,191.0,0.0,10227.0,44.0,171.0,0.0,20,,0.0,0.0
4.0,22.0,5.0,0.2418681412894376,37678.0,67.0,200.0,0.0,27648.0,56.0,190.0,0.0,7457.0,32.0,172.0,0.0,20,,0.0,0.0
4.0,23.0,1.0,0.14136574074074074,31641.0,66.0,195.0,0.0,23747.0,64.0,186.0,0.0,7175.0,32.0,170.0,0.0,20,,0.0,0.0
4.0,23.0,2.0,0.11706275720164609,42641.0,73.0,202.0,0.0,37941.0,72.0,192.0,0.0,9699.0,46.0,173.0,0.0,20,,0.0,0.0
